X1,X2,X3,T,Y
0.24422950667176005,0.29031151852388665,0.2929828396730461,1,0.6341109823882207
0.6781783200788559,1.3091225896122873,0.02780299110171055,1,-0.44002309321021515
-0.5855293813520697,1.0225822950425674,-0.033257167661017106,0,-0.28160938702772137
-0.9086731231253482,-0.46366523635961837,0.2515656765510448,0,-0.3500913214717144
-1.9918382111213646,0.7391697013362004,-0.5646596325729337,0,-1.4003822295067463
0.9716229819862015,-1.7256965611372788,0.31848702321260275,1,1.9005597815112818
0.016657300576047057,1.2079978936692815,0.3097674502332862,0,0.030837384480940422
0.20573134494682813,-0.797416009220576,0.009696561527225181,0,0.42744279515740036
-0.7835948765056134,0.17081032770514626,0.3159474076681484,1,-0.06866944280573539
1.2264980292859606,1.8971906485103498,1.113247247455295,1,1.440433445889374
0.9432005776780167,0.7607680519814713,2.634852313868455,0,-0.26039680770917273
-0.12182388148769023,1.6609719045500035,-1.3783488011436973,0,-0.747721186753292
-0.5558634579022823,-0.7566083203317834,0.2084896304640165,0,0.6492253120080772
-0.3566913840585801,-0.9039631681902898,0.5568764411457192,0,0.6808687312484205
-0.7986255424246492,-0.34518899398057923,0.28992479496569334,0,1.508198794222108
0.026564149240541065,0.08278297992668816,0.5844407106075405,1,0.6107551984289563
-0.6161677197005472,2.353580939615885,-1.576736846939266,1,-3.65292270002901
0.5855425205420421,-0.2688300609435363,-1.2454346492090493,0,-0.3403265885099679
-0.35946857465874366,0.24491246122063637,0.014191468220342179,1,-0.06497624001259183
-0.3539570639393583,1.2430438033987061,-0.07340489151198963,0,0.025219180945613706
1.5372530042019914,-1.3976838598262642,1.7280775277238456,0,0.3079884311909773
-0.7257195225520553,-0.47244765824307716,-0.46949435915972626,0,-0.06676304497214805
-1.5679158879454647,-2.0183443595988826,-0.0774864667717613,1,1.782039547791193
0.36621519240744776,-0.6606695517293836,1.257784504900801,0,1.6087947076947369
-2.077868511409373,-0.27727172261330024,-1.3094438975193121,0,-0.27867297308650296
0.26437863582572063,1.7210626266748688,0.7936649568837655,1,-1.2839652776716273
0.9817201418926419,-0.23991791896081938,-1.5325658290778619,1,1.4106990703132514
0.0701150307541132,-0.5152246538224472,0.015863087664147183,0,0.3910532772317959
0.009275074296206387,-2.164743739776196,0.19877027960598337,1,2.65328010924113
-2.050609352249554,-0.17797894474076612,-1.0894355772836122,0,-1.8374686104941318
0.5553036855587886,0.719173516459202,1.50922538737456,1,0.14683653108449957
0.39629256724661155,0.5280633700830494,0.3785219791216014,1,-0.651182285374075
-1.171997758374501,-0.7114253385042358,-0.40334501642379694,0,0.15121862147879434
1.9131707472462032,2.3403791796067606,0.12937515261902938,1,-0.9424112720270673
-1.2240162007402255,-2.022453558133266,1.0745305379291195,0,0.3303717742341671
-1.679290361717149,0.14539362417610263,-1.9399359706421,0,-0.4372998946001905
-1.8110577699106647,0.7949970835866457,0.892831077587824,1,-0.35135096830325013
0.02597090732105973,-0.7421609869401998,-0.10991501094286753,1,1.721449874792097
0.33787125014709696,-0.47066890359470026,0.4495758598594048,0,0.04111710270894309
0.44097391093464255,-0.6592567560060714,0.3529511821172277,0,-0.2043496142024115
-0.3373599782154893,-0.4459013344895805,-2.0067551735046067,0,-0.07342348750058994
-0.8126750220358617,0.4416622559772337,0.8064026631114064,1,0.15688740991662153
0.8427645820080417,1.4082090381405934,0.2661942704663516,1,-0.5320438484920329
-0.8975853865617808,1.562975425904257,2.674727890045977,1,0.630776969086883
-1.2098402059798323,0.8319268161735736,1.1187548998884946,0,-0.6988292978280536
1.4013156674932132,0.00336017770192644,0.5360696921429527,0,-0.27598204384413394
0.1775715081428498,0.22644871242154566,0.3805575898591979,0,-0.1797160154914967
0.4712898953909813,2.4811624527878315,0.09275646283498655,1,-0.4670065800794629
0.6258407046445027,-0.068248472431729,0.3922836367250275,1,0.354281845734382
-0.5717971089993171,-0.21888074255051218,0.685976439368705,0,-0.417838646310026
-0.5328625860015204,-0.01414236079738897,-1.6356360375079846,0,-0.44826628244164657
0.6405816830656459,0.4273193529325555,-1.328391744354176,1,-0.5732315618745452
-0.6171512238777086,-0.05796926930334302,0.5937806037682026,1,0.5130724710173101
0.3360206914446697,0.7268288044885369,-0.3694102570296377,0,-0.3935560962259398
-0.08945955292809644,0.1302968600919592,-0.9476404792168186,1,0.513443541089723
-1.1942715158413304,-0.8736979861082966,-0.45930470734584206,0,-0.0276417120487399
0.9663907689328148,-1.3425068289763276,0.38468559085482823,0,0.01483484547343994
-1.2893619498023041,0.35706391765023465,-1.4332121441133223,0,-0.5901695485866401
0.23296344452977213,-0.5490757033979071,0.7399313212587119,0,0.4208534017592191
0.06698467909483406,1.6425568541560136,-0.4738653215289896,1,-0.8637199424039432
1.2666112172939297,-0.1518500463728155,0.4306489017997287,1,-0.7896039777122589
-1.1196252235034803,-0.16312190809304217,0.2646055442584401,1,1.190889695719958
-0.5431967015635717,0.6708922556037291,0.835747700144872,0,-0.8319132162837173
-0.10030654480682887,0.4221731446715408,0.3876359236491862,1,0.1116503458649204
0.1808470634830872,-1.0912788570321044,0.4896656422093486,0,1.0267884268429215
0.8684571437377585,-1.1975714463081477,0.4388087436773447,0,1.0492717981326272
0.31109857969145777,-0.67869456039544,-1.015978360880849,0,-0.22599703290307976
0.024860582209951868,-0.5240144836051701,0.014199460377502878,1,0.12470305144202398
1.0283377898533,-0.4473454977977459,0.3106385093196587,0,0.19386509532844648
2.0960635427113052,-0.3641330629726793,1.3382428834141507,1,0.7902826539827044
-1.3555250416058353,-1.4921153122421082,0.12004352796888537,0,0.08842807930211083
-0.0057465866492687,-1.1114150275390073,1.886368075771658,0,0.9379876066979287
0.7596398959857404,-0.15551392412955053,0.32068466903706455,0,1.3255574823562624
0.08574265591638133,-0.9399256351869933,-0.3457216500945445,0,-0.1636348802648835
1.434637767050995,-0.15901796438424234,0.16673440153514463,0,0.6651264605916944
